param,value,seed,ari_A,ari_B,ari_C,silhouette,epsilon,rho_B,observed_evr_error,theorem1_bound_evr,theorem1_holds
relational_fraction,0.3,2015,0.00965289184369357,0.3672235701152873,-1.630867238626529e-05,0.3905052189955634,0.04892705442480663,0.7713770115896716,0.006647523611004636,0.044034348982325965,True
relational_fraction,0.3,2016,0.04104101655522855,0.35538579939378384,0.0002859689050217611,0.3800810363304009,0.05407168446193918,0.7706447766764108,0.008117813941579266,0.048664516015745264,True
relational_fraction,0.3,2017,0.04177850818203073,0.36607841265727403,-0.0028950650072209327,0.38850213195038075,0.04185325426736556,0.7784256595074632,0.008154827729646652,0.03766792884062901,True
relational_fraction,0.3,2018,0.07240922247953087,0.35747864206161345,-0.001514629720120296,0.3916592069909076,0.0588240927001143,0.768610807302201,0.007047982792271435,0.05294168343010287,True
relational_fraction,0.3,2019,0.042112323700972044,0.3507527484597909,0.0019348059435479311,0.39890382723264145,0.05623246011018695,0.7556617556185683,0.006958237426293046,0.050609214099168257,True
ratio,1.2,2000,0.06913168026738158,0.10966672624075317,0.002710766750717784,0.34581547785191946,0.04979174033696626,0.3758443051460742,0.007541407351477236,0.04481256630326964,True
ratio,1.2,2001,0.003709983272712078,0.1321546652817375,-0.0025128515274733952,0.350342152441387,0.064698821523795,0.41729006684860304,0.00946556317010162,0.0582289393714155,True
ratio,1.2,2002,0.06343335433377045,0.09974489344734343,-0.001312753803287005,0.33036497948734384,0.06105307779277963,0.42593912939850587,0.007803298038101203,0.054947770013501665,True
ratio,1.2,2003,0.09825423121561921,0.1088907306448268,0.00044227988365617217,0.348457379299908,0.061125715994364976,0.4156855743311036,0.009104790821389486,0.05501314439492848,True
ratio,1.2,2004,0.03223751812788598,0.11666764144391595,0.0025833612297041417,0.3402269149352338,0.06283184593426304,0.44414756728976884,0.00636070435573266,0.056548661340836734,True
